,Unnamed: 0,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,left_company
11011,11011,13795,0.6,0.98,4,146,10,0,0,technical,low,YES
11012,11012,13796,0.65,0.74,4,233,4,1,0,management,low,YES
11013,11013,13797,0.91,0.75,2,147,3,0,0,marketing,low,YES
11014,11014,13798,0.65,0.55,3,156,5,0,0,marketing,low,YES
11015,11015,13799,0.18,0.49,3,240,2,1,0,marketing,low,YES
11016,11016,13800,0.66,0.9,4,177,7,0,0,sales,low,YES
11017,11017,13801,0.78,0.8,3,135,7,0,0,sales,medium,YES
11018,11018,13802,0.82,0.65,5,178,7,1,0,sales,medium,YES
11019,11019,13803,0.54,0.64,3,190,7,0,0,sales,medium,YES
11020,11020,13804,0.95,0.84,3,240,7,0,0,sales,medium,YES
11021,11021,13805,0.65,0.85,4,172,3,0,0,sales,medium,YES
11022,11022,13806,0.83,0.55,3,271,7,0,0,sales,medium,YES
11023,11023,13807,0.15,0.6,5,188,7,0,0,sales,medium,YES
11024,11024,13808,0.59,0.59,4,197,7,0,0,IT,medium,YES
11025,11025,13809,0.99,0.94,5,151,3,0,0,product_mng,medium,YES
11026,11026,13810,0.76,0.72,3,263,3,0,0,product_mng,medium,YES
11027,11027,13811,0.64,0.67,2,223,3,0,0,product_mng,medium,YES
11028,11028,13812,0.95,0.75,4,151,3,0,0,product_mng,medium,YES
11029,11029,13813,0.53,0.66,3,191,3,0,0,IT,high,YES
11030,11030,13814,0.59,0.5,2,162,2,0,0,management,high,YES
11031,11031,13815,0.69,0.86,5,195,6,0,0,management,high,YES
11032,11032,13816,0.5,0.49,4,222,3,0,0,management,high,YES
11033,11033,13817,0.89,0.96,3,179,8,0,0,management,high,YES
11034,11034,13818,0.56,0.39,3,106,8,0,0,management,high,YES
11035,11035,13819,0.77,0.68,3,214,8,1,0,management,high,YES
11036,11036,13820,0.15,0.75,3,259,8,1,0,marketing,high,YES
11037,11037,13821,0.88,0.58,3,145,8,0,0,sales,low,YES
11038,11038,13822,0.89,0.86,4,153,3,0,0,accounting,low,YES
11039,11039,13823,0.65,0.52,2,117,10,1,0,support,low,YES
11040,11040,13824,0.58,0.99,3,207,10,0,0,technical,low,YES
11041,11041,13825,0.56,0.85,3,265,10,1,0,management,low,YES
11042,11042,13826,0.25,0.72,5,279,8,0,0,marketing,low,YES
11043,11043,13827,0.87,0.89,4,225,8,0,0,marketing,low,YES
11044,11044,13828,0.62,0.4,3,158,8,1,0,marketing,low,YES
11045,11045,13829,0.72,0.75,4,211,4,0,0,sales,medium,YES
11046,11046,13830,0.49,0.94,4,175,3,0,0,sales,medium,YES
11047,11047,13831,0.57,0.91,4,224,10,0,0,sales,medium,YES
11048,11048,13832,0.63,0.65,3,190,10,0,0,sales,medium,YES
11049,11049,13833,0.91,0.63,5,240,7,0,0,sales,medium,YES
11050,11050,13834,0.7,0.68,5,225,7,0,0,sales,medium,YES
11051,11051,13835,0.66,0.95,5,192,7,0,0,sales,medium,YES
11052,11052,13836,0.77,0.48,5,262,7,0,0,IT,medium,YES
11053,11053,13837,0.68,0.97,3,250,3,1,0,product_mng,medium,YES
11054,11054,13838,0.34,0.46,3,155,10,0,0,product_mng,medium,YES
11055,11055,13839,0.97,0.64,4,238,10,1,0,product_mng,medium,YES
11056,11056,13840,0.57,0.75,4,249,10,0,0,product_mng,medium,YES
11057,11057,13841,0.66,0.65,3,272,10,0,0,IT,medium,YES
11058,11058,13842,0.68,0.67,4,162,10,0,0,management,high,YES
11059,11059,13843,0.49,0.78,4,254,10,0,0,management,high,YES
11060,11060,13844,0.72,0.66,4,184,3,0,0,management,high,YES
11061,11061,13845,0.77,0.89,4,269,10,0,0,management,high,YES
11062,11062,13846,0.77,0.73,3,201,10,0,0,management,high,YES
11063,11063,13847,0.59,0.73,4,247,10,0,0,management,high,YES
11064,11064,13848,0.41,0.67,6,221,10,0,0,marketing,medium,YES
11065,11065,13849,0.94,0.64,5,247,10,0,0,sales,medium,YES
11066,11066,13850,0.91,0.61,4,135,10,0,0,accounting,medium,YES
11067,11067,13851,0.7,0.84,3,260,4,1,0,support,medium,YES
11068,11068,13852,0.51,0.52,3,188,3,0,0,technical,high,YES
11069,11069,13853,0.22,0.7,4,159,5,0,0,management,low,YES
11070,11070,13854,0.69,0.65,3,153,2,0,0,marketing,medium,YES
11071,11071,13855,0.2,0.68,5,167,7,0,0,marketing,medium,YES
11072,11072,13856,0.9,0.85,3,158,7,0,0,marketing,medium,YES
11073,11073,13857,0.76,0.85,3,180,7,0,0,sales,medium,YES
11074,11074,13858,0.88,0.51,3,211,7,0,0,sales,medium,YES
11075,11075,13859,0.31,0.63,4,104,7,1,0,sales,medium,YES
11076,11076,13860,0.17,0.66,6,174,3,0,0,sales,medium,YES
11077,11077,13861,0.91,0.77,3,195,7,0,0,sales,medium,YES
11078,11078,13862,0.97,0.38,5,211,7,1,0,sales,medium,YES
11079,11079,13863,0.61,0.77,5,232,7,0,0,sales,medium,YES
11080,11080,13864,0.74,0.67,5,216,3,0,0,sales,low,YES
11081,11081,13865,0.65,0.82,5,265,3,0,0,IT,low,YES
11082,11082,13866,0.87,0.73,5,184,3,0,0,product_mng,low,YES
11083,11083,13867,0.56,0.71,5,244,3,0,0,product_mng,low,YES
11084,11084,13868,0.78,0.69,4,202,3,0,0,product_mng,low,YES
11085,11085,13869,0.73,0.57,3,146,2,0,0,product_mng,low,YES
11086,11086,13870,0.66,0.78,4,161,6,0,0,IT,low,YES
11087,11087,13871,0.15,0.81,5,280,3,1,0,RandD,high,YES
11088,11088,13872,0.52,0.69,5,208,8,1,0,RandD,low,YES
11089,11089,13873,0.44,0.66,6,134,8,0,0,RandD,high,YES
11090,11090,13874,0.7,0.7,3,162,8,0,0,RandD,high,YES
11091,11091,13875,0.63,0.52,5,209,8,1,0,RandD,low,YES
11092,11092,13876,0.89,0.59,3,265,8,0,0,RandD,low,YES
11093,11093,13877,0.96,0.85,4,173,3,0,0,marketing,high,YES
11094,11094,13878,0.98,0.99,4,261,10,1,0,sales,low,YES
11095,11095,13879,0.62,0.82,3,204,10,0,0,accounting,medium,YES
11096,11096,13880,0.62,0.73,3,144,10,1,0,support,high,YES
11097,11097,13881,0.69,0.43,5,113,8,0,0,technical,medium,YES
11098,11098,13882,0.5,0.91,4,144,8,0,0,management,medium,YES
11099,11099,13883,0.71,0.93,5,140,8,0,0,marketing,medium,YES
11100,11100,13884,0.5,0.68,3,245,4,0,0,marketing,medium,YES
11101,11101,13885,0.93,0.6,3,188,3,0,0,marketing,high,YES
11102,11102,13886,0.95,0.77,5,199,10,1,0,sales,medium,YES
11103,11103,13887,0.17,0.61,6,154,10,1,0,sales,medium,YES
11104,11104,13888,0.92,0.68,4,138,7,0,0,sales,medium,YES
11105,11105,13889,0.64,0.48,3,147,7,0,0,sales,high,YES
11106,11106,13890,0.27,0.42,6,173,7,0,0,sales,medium,YES
11107,11107,13891,0.66,0.87,3,223,7,0,0,sales,high,YES
11108,11108,13892,0.59,0.69,3,200,3,0,0,sales,low,YES
11109,11109,13893,0.93,0.98,4,189,10,0,0,sales,medium,YES
11110,11110,13894,0.58,0.67,5,133,10,0,0,technical,medium,YES
11111,11111,13895,0.96,0.6,3,160,10,0,0,support,medium,YES
11112,11112,13896,0.69,0.85,3,153,10,0,0,support,medium,YES
11113,11113,13897,0.41,0.38,4,142,10,1,0,support,low,YES
11114,11114,13898,0.36,0.41,3,167,10,0,0,support,low,YES
11115,11115,13899,0.71,0.78,4,227,2,0,0,support,low,YES
11116,11116,13900,0.94,0.9,4,144,4,0,0,support,low,YES
11117,11117,13901,0.51,0.76,4,140,3,0,0,support,low,YES
11118,11118,13902,0.83,0.48,4,220,3,1,0,support,low,YES
11119,11119,13903,0.22,0.62,3,180,3,0,0,support,low,YES
11120,11120,13904,0.66,0.89,4,173,4,0,0,support,low,YES
11121,11121,13905,0.14,0.58,3,179,5,0,0,support,low,YES
11122,11122,13906,0.16,0.96,5,137,5,1,0,technical,low,YES
11123,11123,13907,0.81,0.78,3,165,3,0,0,technical,high,YES
11124,11124,13908,0.73,0.94,3,177,3,0,0,technical,low,YES
11125,11125,13909,0.7,0.58,5,168,3,0,0,management,low,YES
11126,11126,13910,0.62,0.73,3,245,4,0,0,IT,low,YES
11127,11127,13911,0.5,0.83,5,258,2,0,0,IT,low,YES
11128,11128,13912,0.7,0.88,3,159,2,0,0,IT,high,YES
11129,11129,13913,0.53,0.73,3,163,3,1,0,IT,low,YES
11130,11130,13914,0.87,0.9,3,174,2,0,0,IT,low,YES
11131,11131,13915,0.59,0.6,3,214,2,1,0,product_mng,low,YES
11132,11132,13916,0.94,0.67,4,191,3,1,0,product_mng,high,YES
11133,11133,13917,0.2,0.53,5,272,5,0,0,product_mng,low,YES
11134,11134,13918,0.42,0.44,3,183,2,0,0,product_mng,medium,YES
11135,11135,13919,0.43,0.66,4,135,2,0,0,IT,high,YES
11136,11136,13920,0.43,0.76,6,154,2,0,0,management,high,YES
11137,11137,13921,0.77,0.86,5,238,3,0,0,management,high,YES
11138,11138,13922,0.76,0.98,2,235,3,0,0,management,high,YES
11139,11139,13923,0.82,0.9,3,215,4,0,0,management,high,YES
11140,11140,13924,0.75,0.66,5,234,2,0,0,management,high,YES
11141,11141,13925,0.63,0.98,4,187,3,0,0,management,high,YES
11142,11142,13926,0.51,0.75,3,133,3,0,0,sales,medium,YES
11143,11143,13927,0.23,0.7,3,123,5,0,0,sales,medium,YES
11144,11144,13928,0.77,0.58,4,202,3,0,0,sales,medium,YES
11145,11145,13929,0.54,0.63,4,140,3,0,0,sales,medium,YES
11146,11146,13930,0.63,0.85,4,182,3,1,0,sales,high,YES
11147,11147,13931,0.55,0.45,3,179,2,1,0,sales,low,YES
11148,11148,13932,0.31,0.63,3,150,3,1,0,sales,medium,YES
11149,11149,13933,0.98,0.74,4,151,3,0,0,sales,medium,YES
11150,11150,13934,0.16,0.95,6,117,7,0,0,sales,medium,YES
11151,11151,13935,0.54,0.78,3,156,7,0,0,sales,medium,YES
11152,11152,13936,0.73,0.48,3,211,7,0,0,sales,medium,YES
11153,11153,13937,0.16,0.63,6,286,7,0,1,sales,medium,YES
11154,11154,13938,0.57,0.82,5,233,7,0,1,sales,medium,YES
11155,11155,13939,0.88,0.88,4,222,3,1,1,sales,medium,YES
11156,11156,13940,0.95,0.81,4,258,7,0,1,sales,medium,YES
11157,11157,13941,0.93,0.7,5,231,7,0,1,sales,high,YES
11158,11158,13942,0.91,0.58,3,220,7,0,1,sales,low,YES
11159,11159,13943,0.77,0.82,4,134,3,0,1,sales,low,YES
11160,11160,13944,0.24,0.94,6,141,3,1,0,sales,low,YES
11161,11161,13945,0.74,0.74,5,160,3,1,0,sales,high,YES
11162,11162,13946,0.53,0.59,4,259,3,0,0,sales,low,YES
11163,11163,13947,0.89,0.77,5,232,3,0,0,sales,low,YES
11164,11164,13948,0.23,0.77,5,272,2,0,0,sales,low,YES
11165,11165,13949,0.69,0.66,3,215,6,0,0,sales,high,YES
11166,11166,13950,0.52,0.72,4,222,3,0,0,sales,low,YES
11167,11167,13951,0.9,0.58,3,244,8,0,0,sales,low,YES
11168,11168,13952,0.92,0.63,5,224,8,1,0,sales,low,YES
11169,11169,13953,0.72,0.59,5,200,8,1,0,sales,low,YES
11170,11170,13954,0.92,0.61,4,143,8,0,0,sales,low,YES
11171,11171,13955,0.79,0.86,5,238,8,0,0,sales,low,YES
11172,11172,13956,0.48,0.89,4,145,3,0,0,sales,low,YES
11173,11173,13957,0.27,0.76,4,108,10,0,0,sales,medium,YES
11174,11174,13958,0.67,0.49,3,247,10,0,0,sales,medium,YES
11175,11175,13959,0.48,0.7,3,213,10,0,0,sales,medium,YES
11176,11176,13960,0.99,0.6,4,209,8,1,0,IT,medium,YES
11177,11177,13961,0.49,0.88,4,240,8,0,0,product_mng,medium,YES
11178,11178,13962,0.39,0.45,3,100,8,1,0,product_mng,medium,YES
11179,11179,13963,0.99,0.92,4,265,4,1,0,product_mng,medium,YES
11180,11180,13964,0.78,0.57,3,209,3,0,0,product_mng,medium,YES
11181,11181,13965,0.5,0.73,3,154,10,0,0,IT,medium,YES
11182,11182,13966,0.61,0.79,5,230,10,0,0,management,high,YES
11183,11183,13967,0.88,0.6,4,208,7,0,1,management,high,YES
11184,11184,13968,0.44,0.44,2,141,7,1,1,management,high,YES
11185,11185,13969,0.73,0.78,3,262,7,1,1,management,high,YES
11186,11186,13970,0.58,0.84,4,206,7,0,1,management,high,YES
11187,11187,13971,0.74,0.98,3,166,3,1,1,management,high,YES
11188,11188,13972,0.32,0.48,4,117,10,0,1,marketing,medium,YES
11189,11189,13973,0.88,0.83,4,273,10,0,0,sales,medium,YES
11190,11190,13974,0.81,0.9,4,270,10,0,0,accounting,medium,YES
11191,11191,13975,0.59,0.92,3,138,10,0,0,support,low,YES
11192,11192,13976,0.79,0.65,3,235,10,0,0,technical,low,YES
11193,11193,13977,0.92,0.64,4,190,10,1,0,management,low,YES
11194,11194,13978,0.76,0.85,3,192,3,0,0,marketing,low,YES
11195,11195,13979,0.91,0.65,5,214,3,1,0,marketing,low,YES
11196,11196,13980,0.8,0.84,4,242,2,1,0,marketing,low,YES
11197,11197,13981,0.73,0.72,4,233,2,0,0,sales,low,YES
11198,11198,13982,0.88,0.53,3,218,4,0,0,sales,low,YES
11199,11199,13983,0.65,0.4,5,125,4,0,0,sales,low,YES
11200,11200,13984,0.84,0.5,4,178,2,0,0,sales,low,YES
11201,11201,13985,0.93,0.5,5,272,3,0,0,sales,low,YES
11202,11202,13986,0.64,0.6,3,265,4,0,0,sales,low,YES
11203,11203,13987,0.66,0.72,4,271,3,0,0,sales,low,YES
11204,11204,13988,0.76,0.56,3,179,3,1,0,sales,low,YES
11205,11205,13989,0.34,0.72,3,118,4,0,0,IT,low,YES
11206,11206,13990,0.48,0.8,4,196,5,0,0,product_mng,low,YES
11207,11207,13991,0.79,0.61,4,173,2,0,0,product_mng,low,YES
11208,11208,13992,0.82,0.67,4,156,3,0,0,product_mng,low,YES
11209,11209,13993,0.51,0.71,2,180,3,0,0,product_mng,low,YES
11210,11210,13994,0.84,0.78,4,263,3,0,0,IT,low,YES
11211,11211,13995,0.66,0.79,5,134,3,0,0,management,high,YES
11212,11212,13996,0.72,0.88,3,189,3,1,0,management,high,YES
11213,11213,13997,0.53,0.91,4,167,4,0,0,management,high,YES
11214,11214,13998,0.81,0.8,5,132,2,1,0,management,high,YES
11215,11215,13999,0.58,0.9,3,209,2,0,0,management,high,YES
11216,11216,14000,0.82,0.56,2,227,5,1,0,management,high,YES
11217,11217,14001,0.72,0.99,4,239,3,0,0,marketing,medium,YES
11218,11218,14002,0.9,0.54,4,172,4,0,0,sales,medium,YES
11219,11219,14003,0.98,0.91,3,188,4,0,0,accounting,medium,YES
11220,11220,14004,0.56,0.74,3,265,3,0,0,support,medium,YES
11221,11221,14005,0.77,0.82,3,153,3,1,0,technical,medium,YES
11222,11222,14006,0.61,0.89,4,242,2,0,0,management,medium,YES
11223,11223,14007,0.97,0.61,4,262,3,1,1,marketing,medium,YES
11224,11224,14008,0.64,0.55,3,246,2,0,1,marketing,high,YES
11225,11225,14009,0.99,0.97,4,211,2,0,1,marketing,low,YES
11226,11226,14010,0.61,0.42,3,145,4,0,1,sales,medium,YES
11227,11227,14011,0.72,0.71,4,256,3,0,1,sales,medium,YES
11228,11228,14012,0.67,0.91,2,245,2,1,1,sales,medium,YES
11229,11229,14013,0.9,0.56,3,151,3,0,0,sales,medium,YES
11230,11230,14014,0.9,0.73,4,245,2,0,0,sales,low,YES
11231,11231,14015,0.63,0.61,4,171,3,0,0,sales,low,YES
11232,11232,14016,0.64,0.88,3,252,2,0,0,sales,low,YES
11233,11233,14017,0.44,0.65,3,175,2,0,0,IT,low,YES
11234,11234,14018,0.64,0.94,4,210,3,0,0,product_mng,low,YES
11235,11235,14019,0.65,0.95,2,180,2,0,0,product_mng,low,YES
11236,11236,14020,0.69,0.9,5,103,5,0,0,product_mng,low,YES
11237,11237,14021,0.93,0.51,4,110,3,0,0,product_mng,low,YES
11238,11238,14022,0.73,0.9,5,184,3,0,0,IT,low,YES
11239,11239,14023,0.83,0.6,4,161,2,0,0,management,high,YES
11240,11240,14024,0.82,0.49,5,210,3,0,0,management,high,YES
11241,11241,14025,0.39,0.91,2,212,2,0,0,management,high,YES
11242,11242,14026,0.53,0.47,6,106,6,0,0,management,high,YES
11243,11243,14027,0.88,0.81,4,179,3,0,0,management,high,YES
11244,11244,14028,0.8,0.6,5,217,3,0,0,management,high,YES
11245,11245,14029,0.68,0.79,4,184,3,0,0,marketing,low,YES
11246,11246,14030,0.66,0.6,3,210,2,0,0,sales,low,YES
11247,11247,14031,0.61,0.61,4,246,2,0,0,accounting,low,YES
11248,11248,14032,0.74,0.55,4,262,3,0,0,support,low,YES
11249,11249,14033,0.61,0.83,4,245,3,1,1,technical,low,YES
11250,11250,14034,0.57,0.99,3,222,3,1,1,management,low,YES
11251,11251,14035,0.68,0.54,4,146,4,0,1,marketing,medium,YES
11252,11252,14036,0.75,0.79,4,263,3,0,1,marketing,medium,YES
11253,11253,14037,0.29,0.57,5,134,2,0,1,marketing,medium,YES
11254,11254,14038,0.81,0.81,5,250,4,0,1,sales,medium,YES
11255,11255,14039,0.53,0.68,4,173,3,0,0,sales,medium,YES
11256,11256,14040,0.42,0.96,6,173,3,0,0,sales,medium,YES
11257,11257,14041,0.64,0.67,4,252,3,1,0,sales,medium,YES
11258,11258,14042,0.63,0.5,2,230,4,0,0,sales,medium,YES
11259,11259,14043,0.81,0.81,4,212,2,1,0,sales,medium,YES
11260,11260,14044,0.71,0.66,5,187,2,0,0,sales,medium,YES
11261,11261,14045,0.7,0.83,5,241,2,0,0,sales,medium,YES
11262,11262,14046,0.53,1.0,3,164,4,0,0,IT,medium,YES
11263,11263,14047,0.16,0.93,6,218,6,1,0,product_mng,high,YES
11264,11264,14048,0.17,0.55,4,194,3,0,0,product_mng,low,YES
11265,11265,14049,0.7,0.95,3,158,2,0,0,product_mng,medium,YES
11266,11266,14050,0.43,0.88,2,149,4,0,0,product_mng,medium,YES
11267,11267,14051,0.49,0.62,4,161,2,0,0,IT,medium,YES
11268,11268,14052,0.5,0.9,5,226,2,0,0,management,high,YES
11269,11269,14053,0.57,0.59,2,111,2,0,0,management,high,YES
11270,11270,14054,0.68,0.75,4,258,3,0,0,management,high,YES
11271,11271,14055,0.62,0.61,3,266,2,0,0,management,high,YES
11272,11272,14056,0.69,0.75,3,253,3,0,0,management,high,YES
11273,11273,14057,0.63,0.7,5,160,3,0,0,management,high,YES
11274,11274,14058,0.76,0.62,5,230,3,1,0,marketing,low,YES
11275,11275,14059,0.62,0.76,5,198,3,0,0,sales,low,YES
11276,11276,14060,0.82,0.69,3,250,3,0,0,accounting,low,YES
11277,11277,14061,0.2,0.7,4,225,5,0,0,support,low,YES
11278,11278,14062,0.16,0.7,3,178,3,1,0,technical,low,YES
11279,11279,14063,0.2,0.78,4,196,3,0,0,management,low,YES
11280,11280,14064,0.53,0.51,4,240,2,0,0,marketing,low,YES
11281,11281,14065,0.71,0.63,3,204,3,0,0,marketing,low,YES
11282,11282,14066,0.7,0.93,3,250,3,0,0,marketing,low,YES
11283,11283,14067,0.92,0.94,2,224,2,0,0,sales,low,YES
11284,11284,14068,0.81,0.92,4,268,3,0,0,sales,low,YES
11285,11285,14069,0.79,0.62,5,167,3,0,0,sales,low,YES
11286,11286,14070,0.53,0.64,3,168,3,0,0,sales,low,YES
11287,11287,14071,0.51,0.56,4,168,2,0,0,sales,low,YES
11288,11288,14072,0.78,0.9,5,158,3,0,0,sales,low,YES
11289,11289,14073,0.5,0.91,3,240,3,0,0,sales,low,YES
11290,11290,14074,0.92,1.0,4,261,4,0,0,sales,medium,YES
11291,11291,14075,0.59,0.54,4,176,2,0,0,technical,medium,YES
11292,11292,14076,0.77,0.55,3,217,3,0,0,support,medium,YES
11293,11293,14077,0.74,0.87,5,224,2,0,0,support,medium,YES
11294,11294,14078,0.67,0.97,4,196,3,0,0,support,medium,YES
11295,11295,14079,0.56,0.59,3,223,3,0,0,support,medium,YES
11296,11296,14080,0.84,0.44,5,131,5,1,0,support,medium,YES
11297,11297,14081,0.53,0.77,2,167,2,0,0,support,medium,YES
11298,11298,14082,0.86,0.71,5,273,3,0,0,support,medium,YES
11299,11299,14083,0.77,0.68,3,98,3,0,0,support,medium,YES
11300,11300,14084,0.97,0.94,4,253,3,0,0,support,medium,YES
11301,11301,14085,0.69,0.87,5,174,3,0,0,support,medium,YES
11302,11302,14086,0.73,0.9,3,274,2,0,0,support,high,YES
11303,11303,14087,0.42,0.47,6,174,5,0,0,technical,low,YES
11304,11304,14088,0.4,0.47,5,173,5,0,0,technical,medium,YES
11305,11305,14089,0.33,0.41,2,198,4,0,0,technical,medium,YES
11306,11306,14090,0.68,0.66,3,238,2,0,0,management,medium,YES
11307,11307,14091,0.78,0.8,3,256,2,0,0,IT,medium,YES
11308,11308,14092,0.92,0.6,3,179,2,0,0,IT,low,YES
11309,11309,14093,0.66,0.66,4,273,4,1,0,IT,low,YES
11310,11310,14094,0.6,0.45,3,104,4,0,0,IT,low,YES
11311,11311,14095,0.86,0.83,4,208,3,1,0,IT,low,YES
11312,11312,14096,0.61,0.49,3,275,2,0,0,product_mng,low,YES
11313,11313,14097,0.71,0.68,3,231,2,1,0,product_mng,low,YES
11314,11314,14098,0.86,0.62,4,186,3,0,0,product_mng,low,YES
11315,11315,14099,0.96,0.59,3,241,3,0,0,product_mng,low,YES
11316,11316,14100,0.7,0.54,3,194,2,1,0,IT,low,YES
11317,11317,14101,0.38,0.49,4,196,3,0,1,management,high,YES
11318,11318,14102,0.39,0.75,6,185,3,0,1,management,high,YES
11319,11319,14103,0.49,0.4,2,148,2,1,1,management,high,YES
11320,11320,14104,0.78,0.62,4,150,3,0,1,management,high,YES
11321,11321,14105,0.74,0.79,5,121,5,0,1,management,high,YES
11322,11322,14106,0.82,0.76,4,266,3,0,1,management,high,YES
11323,11323,14107,0.6,0.42,2,109,6,0,0,sales,low,YES
11324,11324,14108,0.72,0.99,3,143,4,0,0,sales,low,YES
11325,11325,14109,0.73,0.97,3,174,3,0,0,sales,low,YES
11326,11326,14110,0.89,0.55,4,159,2,0,0,sales,medium,YES
11327,11327,14111,0.74,0.94,4,157,2,0,0,sales,medium,YES
11328,11328,14112,0.83,0.57,2,222,2,0,0,sales,medium,YES
11329,11329,14113,0.24,0.88,5,199,5,1,0,sales,medium,YES
11330,11330,14114,0.93,0.89,3,255,7,1,0,sales,medium,YES
11331,11331,14115,0.96,0.62,4,253,7,0,0,sales,medium,YES
11332,11332,14116,0.16,0.68,5,149,7,1,0,sales,medium,YES
11333,11333,14117,0.21,0.85,6,285,7,0,0,sales,medium,YES
11334,11334,14118,0.69,0.54,3,164,7,0,0,sales,medium,YES
11335,11335,14119,0.66,0.96,3,243,3,1,0,sales,medium,YES
11336,11336,14120,0.67,0.39,2,207,7,0,0,sales,medium,YES
11337,11337,14121,0.85,0.58,4,186,7,0,0,sales,medium,YES
11338,11338,14122,0.37,0.92,4,211,7,0,0,sales,high,YES
11339,11339,14123,0.64,0.64,2,190,3,0,0,sales,low,YES
11340,11340,14124,0.91,0.82,2,241,3,0,0,sales,medium,YES
11341,11341,14125,0.96,0.68,3,206,3,0,0,sales,medium,YES
11342,11342,14126,0.74,0.7,4,273,3,0,0,sales,medium,YES
11343,11343,14127,0.94,0.99,2,157,3,0,0,sales,medium,YES
11344,11344,14128,0.37,0.72,3,183,2,0,0,sales,low,YES
11345,11345,14129,0.92,0.85,3,151,6,1,0,sales,low,YES
11346,11346,14130,0.86,0.72,3,217,3,0,0,sales,low,YES
11347,11347,14131,0.66,0.49,5,235,8,1,0,sales,low,YES
11348,11348,14132,0.19,0.61,4,127,8,0,0,sales,low,YES
11349,11349,14133,0.65,0.61,5,167,8,0,0,sales,low,YES
11350,11350,14134,0.92,0.44,3,260,8,0,0,sales,low,YES
11351,11351,14135,0.83,0.8,3,240,8,0,0,sales,low,YES
11352,11352,14136,0.94,0.82,4,187,3,0,0,sales,low,YES
11353,11353,14137,0.42,0.69,3,126,2,0,0,sales,low,YES
11354,11354,14138,0.78,0.53,6,168,3,0,0,sales,low,YES
11355,11355,14139,0.58,0.76,4,197,5,0,0,sales,low,YES
11356,11356,14140,0.5,0.64,2,170,8,0,0,sales,low,YES
11357,11357,14141,0.82,0.76,3,219,8,1,0,IT,low,YES
11358,11358,14142,0.97,0.92,6,137,8,1,0,product_mng,low,YES
11359,11359,14143,0.8,0.93,3,225,4,0,0,product_mng,low,YES
11360,11360,14144,0.82,0.84,3,194,3,0,0,product_mng,low,YES
11361,11361,14145,0.95,0.99,5,251,4,0,0,product_mng,low,YES
11362,11362,14146,0.88,0.51,5,195,4,0,0,IT,low,YES
11363,11363,14147,0.5,0.86,3,180,7,0,1,management,high,YES
11364,11364,14148,0.53,0.8,2,225,7,1,1,management,high,YES
11365,11365,14149,0.82,0.74,3,229,7,0,1,management,high,YES
11366,11366,14150,0.15,0.74,6,144,7,0,1,management,high,YES
11367,11367,14151,0.92,0.7,3,129,3,0,1,management,high,YES
11368,11368,14152,0.53,0.74,3,172,10,0,1,management,high,YES
11369,11369,14153,0.58,1.0,4,220,10,0,0,marketing,medium,YES
11370,11370,14154,0.88,0.74,3,273,10,0,0,sales,medium,YES
11371,11371,14155,0.85,0.72,3,245,10,0,0,accounting,medium,YES
11372,11372,14156,0.99,0.68,5,264,10,1,0,support,medium,YES
11373,11373,14157,0.94,0.73,3,268,10,0,0,technical,medium,YES
11374,11374,14158,0.63,0.94,3,172,3,0,0,management,medium,YES
11375,11375,14159,0.85,0.9,3,245,3,0,0,marketing,medium,YES
11376,11376,14160,0.95,0.66,5,192,3,0,0,marketing,medium,YES
11377,11377,14161,0.71,0.66,3,268,4,0,0,marketing,high,YES
11378,11378,14162,0.49,0.88,4,244,3,0,0,sales,low,YES
11379,11379,14163,0.71,0.69,4,222,4,0,0,sales,medium,YES
11380,11380,14164,0.52,0.62,5,239,2,0,0,sales,medium,YES
11381,11381,14165,0.48,0.72,3,143,4,0,0,sales,medium,YES
11382,11382,14166,0.82,0.79,3,160,3,0,0,sales,medium,YES
11383,11383,14167,0.83,0.76,2,255,7,0,0,sales,low,YES
11384,11384,14168,0.85,0.87,4,152,7,0,0,sales,low,YES
11385,11385,14169,0.57,0.64,4,226,7,0,0,sales,low,YES
11386,11386,14170,0.16,0.63,5,266,7,0,0,IT,low,YES
11387,11387,14171,0.85,0.64,5,256,7,0,0,product_mng,low,YES
11388,11388,14172,0.82,0.67,3,198,3,1,0,product_mng,low,YES
11389,11389,14173,0.9,0.89,4,254,7,0,0,product_mng,low,YES
11390,11390,14174,0.92,0.64,2,104,7,0,0,product_mng,low,YES
11391,11391,14175,0.9,0.48,4,136,7,0,0,IT,low,YES
11392,11392,14176,0.82,0.8,5,205,3,0,0,IT,low,YES
11393,11393,14177,0.84,0.81,4,236,3,1,0,IT,low,YES
11394,11394,14178,0.92,0.65,3,176,3,0,0,IT,low,YES
11395,11395,14179,0.82,0.82,3,148,3,0,0,IT,low,YES
11396,11396,14180,0.8,0.8,4,146,3,1,0,IT,low,YES
11397,11397,14181,0.6,0.85,3,242,2,0,0,IT,low,YES
11398,11398,14182,0.14,0.38,5,115,6,1,0,marketing,high,YES
11399,11399,14183,0.85,0.89,4,150,3,0,0,accounting,high,YES
11400,11400,14184,0.55,0.81,3,239,8,0,0,accounting,high,YES
11401,11401,14185,0.49,0.71,4,178,8,0,0,IT,medium,YES
11402,11402,14186,0.82,0.58,5,263,8,0,0,IT,medium,YES
